21 0 0;-2,264377 0,01925004 -4,869462
21 0 64;-2,264377 0,01925004 3,020298
21 0 48;-2,264377 0,01925004 1,047859
21 0 32;-2,264377 0,01925004 -0,9245812
21 0 16;-2,264377 0,01925004 -2,897021
25 0 16;-1,774782 0,01925004 -2,897021
25 0 32;-1,774782 0,01925004 -0,9245812
25 0 48;-1,774782 0,01925004 1,047859
25 0 64;-1,774782 0,01925004 3,020298
25 0 0;-1,774782 0,01925004 -4,869462
33 0 48;-0,7955918 0,01925004 1,047859
33 0 32;-0,7955918 0,01925004 -0,9245812
33 0 16;-0,7955918 0,01925004 -2,897021
33 0 0;-0,7955918 0,01925004 -4,869462
33 0 64;-0,7955918 0,01925004 3,020298
37 0 64;-0,3059967 0,01925004 3,020298
37 0 48;-0,3059967 0,01925004 1,047859
37 0 32;-0,3059967 0,01925004 -0,9245812
37 0 0;-0,3059967 0,01925004 -4,869462
37 0 16;-0,3059967 0,01925004 -2,897021
41 0 16;0,1835983 0,01925004 -2,897021
41 0 32;0,1835983 0,01925004 -0,9245812
41 0 48;0,1835983 0,01925004 1,047859
41 0 64;0,1835983 0,01925004 3,020298
41 0 0;0,1835983 0,01925004 -4,869462
49 0 0;1,162788 0,01925004 -4,869462
49 0 16;1,162788 0,01925004 -2,897021
49 0 32;1,162788 0,01925004 -0,9245812
66 0 16;3,243567 0,01925004 -2,897021
66 0 0;3,243567 0,01925004 -4,869462
66 0 64;3,243567 0,01925004 3,020298
66 0 48;3,243567 0,01925004 1,047859
66 0 32;3,243567 0,01925004 -0,9245812
54 0 48;1,774782 0,01925004 1,047859
54 0 32;1,774782 0,01925004 -0,9245812
54 0 16;1,774782 0,01925004 -2,897021
54 0 0;1,774782 0,01925004 -4,869462
50 0 16;1,285187 0,01925004 -2,897021
50 0 64;1,285187 0,01925004 3,020298
50 0 0;1,285187 0,01925004 -4,869462
50 0 48;1,285187 0,01925004 1,047859
50 0 32;1,285187 0,01925004 -0,9245812
38 0 0;-0,183598 0,01925004 -4,869462
38 0 16;-0,183598 0,01925004 -2,897021
38 0 32;-0,183598 0,01925004 -0,9245812
38 0 48;-0,183598 0,01925004 1,047859
38 0 64;-0,183598 0,01925004 3,020298
34 0 0;-0,6731931 0,01925004 -4,869462
34 0 16;-0,6731931 0,01925004 -2,897021
34 0 32;-0,6731931 0,01925004 -0,9245812
34 0 48;-0,6731931 0,01925004 1,047859
34 0 64;-0,6731931 0,01925004 3,020298
28 0 0;-1,407585 0,01925004 -4,869462
28 0 16;-1,407585 0,01925004 -2,897021
22 0 0;-2,141978 0,01925004 -4,869462
22 0 16;-2,141978 0,01925004 -2,897021
22 0 32;-2,141978 0,01925004 -0,9245812
22 0 48;-2,141978 0,01925004 1,047859
22 0 64;-2,141978 0,01925004 3,020298
18 0 16;-2,631573 0,01925004 -2,897021
18 0 48;-2,631573 0,01925004 1,047859
18 0 64;-2,631573 0,01925004 3,020298
18 0 32;-2,631573 0,01925004 -0,9245812
18 0 0;-2,631573 0,01925004 -4,869462
12 0 32;-3,365966 0,01925004 -0,9245812
12 0 0;-3,365966 0,01925004 -4,869462
12 0 16;-3,365966 0,01925004 -2,897021
12 0 48;-3,365966 0,01925004 1,047859
12 0 64;-3,365966 0,01925004 3,020298
6 0 0;-4,100358 0,01925004 -4,869462
6 0 16;-4,100358 0,01925004 -2,897021
6 0 32;-4,100358 0,01925004 -0,9245812
6 0 48;-4,100358 0,01925004 1,047859
6 0 64;-4,100358 0,01925004 3,020298
2 0 16;-4,589953 0,01925004 -2,897021
2 0 32;-4,589953 0,01925004 -0,9245812
2 0 48;-4,589953 0,01925004 1,047859
2 0 64;-4,589953 0,01925004 3,020298
3 0 0;-4,467555 0,01925004 -4,869462
54 0 64;1,774782 0,01925004 3,020298
19 0 0;-2,509174 0,01925004 -4,869462
3 0 48;-4,467555 0,01925004 1,047859
3 0 32;-4,467555 0,01925004 -0,9245812
3 0 16;-4,467555 0,01925004 -2,897021
3 0 64;-4,467555 0,01925004 3,020298
70 0 0;3,733162 0,01925004 -4,869462
70 0 16;3,733162 0,01925004 -2,897021
67 0 0;3,365966 0,01925004 -4,869462
67 0 16;3,365966 0,01925004 -2,897021
51 0 48;1,407586 0,01925004 1,047859
51 0 64;1,407586 0,01925004 3,020298
51 0 0;1,407586 0,01925004 -4,869462
51 0 16;1,407586 0,01925004 -2,897021
51 0 32;1,407586 0,01925004 -0,9245812
35 0 32;-0,5507942 0,01925004 -0,9245812
35 0 0;-0,5507942 0,01925004 -4,869462
19 0 64;-2,509174 0,01925004 3,020298
19 0 48;-2,509174 0,01925004 1,047859
19 0 32;-2,509174 0,01925004 -0,9245812
19 0 16;-2,509174 0,01925004 -2,897021
35 0 16;-0,5507942 0,01925004 -2,897021
35 0 48;-0,5507942 0,01925004 1,047859
35 0 64;-0,5507942 0,01925004 3,020298
67 0 48;3,365966 0,01925004 1,047859
67 0 64;3,365966 0,01925004 3,020298
67 0 32;3,365966 0,01925004 -0,9245812
39 0 0;-0,06119928 0,01925004 -4,869462
28 0 32;-1,407585 0,01925004 -0,9245812
28 0 48;-1,407585 0,01925004 1,047859
23 0 48;-2,019579 0,01925004 1,047859
23 0 64;-2,019579 0,01925004 3,020298
23 0 32;-2,019579 0,01925004 -0,9245812
23 0 16;-2,019579 0,01925004 -2,897021
23 0 0;-2,019579 0,01925004 -4,869462
13 0 48;-3,243567 0,01925004 1,047859
13 0 32;-3,243567 0,01925004 -0,9245812
13 0 16;-3,243567 0,01925004 -2,897021
13 0 0;-3,243567 0,01925004 -4,869462
7 0 16;-3,977959 0,01925004 -2,897021
7 0 0;-3,977959 0,01925004 -4,869462
7 0 64;-3,977959 0,01925004 3,020298
7 0 48;-3,977959 0,01925004 1,047859
7 0 32;-3,977959 0,01925004 -0,9245812
70 0 32;3,733162 0,01925004 -0,9245812
70 0 64;3,733162 0,01925004 3,020298
70 0 48;3,733162 0,01925004 1,047859
55 0 48;1,897181 0,01925004 1,047859
55 0 32;1,897181 0,01925004 -0,9245812
55 0 16;1,897181 0,01925004 -2,897021
55 0 0;1,897181 0,01925004 -4,869462
10 0 32;-3,610763 0,01925004 -0,9245812
10 0 16;-3,610763 0,01925004 -2,897021
10 0 0;-3,610763 0,01925004 -4,869462
13 0 64;-3,243567 0,01925004 3,020298
29 0 0;-1,285187 0,01925004 -4,869462
29 0 16;-1,285187 0,01925004 -2,897021
39 0 48;-0,06119928 0,01925004 1,047859
39 0 32;-0,06119928 0,01925004 -0,9245812
39 0 16;-0,06119928 0,01925004 -2,897021
39 0 64;-0,06119928 0,01925004 3,020298
44 0 0;0,5507945 0,01925004 -4,869462
44 0 16;0,5507945 0,01925004 -2,897021
28 0 64;-1,407585 0,01925004 3,020298
10 0 48;-3,610763 0,01925004 1,047859
71 0 0;3,855561 0,01925004 -4,869462
55 0 64;1,897181 0,01925004 3,020298
44 0 32;0,5507945 0,01925004 -0,9245812
29 0 32;-1,285187 0,01925004 -0,9245812
10 0 64;-3,610763 0,01925004 3,020298
26 0 16;-1,652383 0,01925004 -2,897021
26 0 0;-1,652383 0,01925004 -4,869462
26 0 32;-1,652383 0,01925004 -0,9245812
71 0 16;3,855561 0,01925004 -2,897021
29 0 48;-1,285187 0,01925004 1,047859
26 0 48;-1,652383 0,01925004 1,047859
26 0 64;-1,652383 0,01925004 3,020298
42 0 16;0,305997 0,01925004 -2,897021
42 0 0;0,305997 0,01925004 -4,869462
11 0 0;-3,488364 0,01925004 -4,869462
11 0 48;-3,488364 0,01925004 1,047859
11 0 32;-3,488364 0,01925004 -0,9245812
11 0 16;-3,488364 0,01925004 -2,897021
29 0 64;-1,285187 0,01925004 3,020298
71 0 48;3,855561 0,01925004 1,047859
71 0 32;3,855561 0,01925004 -0,9245812
71 0 64;3,855561 0,01925004 3,020298
45 0 16;0,6731933 0,01925004 -2,897021
45 0 0;0,6731933 0,01925004 -4,869462
45 0 32;0,6731933 0,01925004 -0,9245812
40 0 1;0,06119949 0,01925004 -4,746184
0 0 1;-4,834751 0,01925004 -4,746184
0 0 17;-4,834751 0,01925004 -2,773744
0 0 33;-4,834751 0,01925004 -0,8013037
0 0 49;-4,834751 0,01925004 1,171136
0 0 65;-4,834751 0,01925004 3,143576
11 0 64;-3,488364 0,01925004 3,020298
16 0 65;-2,876371 0,01925004 3,143576
16 0 1;-2,876371 0,01925004 -4,746184
16 0 17;-2,876371 0,01925004 -2,773744
16 0 33;-2,876371 0,01925004 -0,8013037
16 0 49;-2,876371 0,01925004 1,171136
24 0 33;-1,89718 0,01925004 -0,8013037
24 0 49;-1,89718 0,01925004 1,171136
24 0 65;-1,89718 0,01925004 3,143576
27 0 16;-1,529984 0,01925004 -2,897021
27 0 0;-1,529984 0,01925004 -4,869462
27 0 32;-1,529984 0,01925004 -0,9245812
32 0 1;-0,9179905 0,01925004 -4,746184
32 0 17;-0,9179905 0,01925004 -2,773744
36 0 49;-0,4283955 0,01925004 1,171136
64 0 1;2,99877 0,01925004 -4,746184
52 0 49;1,529984 0,01925004 1,171136
48 0 65;1,04039 0,01925004 3,143576
48 0 33;1,04039 0,01925004 -0,8013037
48 0 17;1,04039 0,01925004 -2,773744
48 0 1;1,04039 0,01925004 -4,746184
48 0 49;1,04039 0,01925004 1,171136
43 0 0;0,4283957 0,01925004 -4,869462
43 0 16;0,4283957 0,01925004 -2,897021
40 0 33;0,06119949 0,01925004 -0,8013037
40 0 49;0,06119949 0,01925004 1,171136
40 0 17;0,06119949 0,01925004 -2,773744
36 0 65;-0,4283955 0,01925004 3,143576
32 0 49;-0,9179905 0,01925004 1,171136
32 0 33;-0,9179905 0,01925004 -0,8013037
32 0 65;-0,9179905 0,01925004 3,143576
27 0 48;-1,529984 0,01925004 1,047859
27 0 64;-1,529984 0,01925004 3,020298
24 0 17;-1,89718 0,01925004 -2,773744
64 0 33;2,99877 0,01925004 -0,8013037
64 0 65;2,99877 0,01925004 3,143576
64 0 17;2,99877 0,01925004 -2,773744
64 0 49;2,99877 0,01925004 1,171136
52 0 65;1,529984 0,01925004 3,143576
52 0 1;1,529984 0,01925004 -4,746184
40 0 65;0,06119949 0,01925004 3,143576
4 0 17;-4,345155 0,01925004 -2,773744
4 0 1;-4,345155 0,01925004 -4,746184
4 0 33;-4,345155 0,01925004 -0,8013037
4 0 49;-4,345155 0,01925004 1,171136
4 0 65;-4,345155 0,01925004 3,143576
72 0 17;3,977959 0,01925004 -2,773744
68 0 17;3,488365 0,01925004 -2,773744
68 0 1;3,488365 0,01925004 -4,746184
52 0 17;1,529984 0,01925004 -2,773744
52 0 33;1,529984 0,01925004 -0,8013037
36 0 33;-0,4283955 0,01925004 -0,8013037
36 0 17;-0,4283955 0,01925004 -2,773744
36 0 1;-0,4283955 0,01925004 -4,746184
20 0 33;-2,386776 0,01925004 -0,8013037
20 0 49;-2,386776 0,01925004 1,171136
20 0 65;-2,386776 0,01925004 3,143576
20 0 17;-2,386776 0,01925004 -2,773744
20 0 1;-2,386776 0,01925004 -4,746184
72 0 49;3,977959 0,01925004 1,171136
72 0 33;3,977959 0,01925004 -0,8013037
72 0 65;3,977959 0,01925004 3,143576
68 0 33;3,488365 0,01925004 -0,8013037
68 0 49;3,488365 0,01925004 1,171136
68 0 65;3,488365 0,01925004 3,143576
56 0 1;2,01958 0,01925004 -4,746184
24 0 1;-1,89718 0,01925004 -4,746184
8 0 1;-3,855561 0,01925004 -4,746184
8 0 17;-3,855561 0,01925004 -2,773744
8 0 33;-3,855561 0,01925004 -0,8013037
8 0 49;-3,855561 0,01925004 1,171136
8 0 65;-3,855561 0,01925004 3,143576
66 0 17;3,243567 0,01925004 -2,773744
58 0 16;2,264377 0,01925004 -2,897021
58 0 0;2,264377 0,01925004 -4,869462
58 0 32;2,264377 0,01925004 -0,9245812
58 0 48;2,264377 0,01925004 1,047859
56 0 17;2,01958 0,01925004 -2,773744
42 0 48;0,305997 0,01925004 1,047859
42 0 32;0,305997 0,01925004 -0,9245812
42 0 64;0,305997 0,01925004 3,020298
12 0 33;-3,365966 0,01925004 -0,8013037
6 0 17;-4,100358 0,01925004 -2,773744
74 0 16;4,222757 0,01925004 -2,897021
74 0 64;4,222757 0,01925004 3,020298
74 0 48;4,222757 0,01925004 1,047859
74 0 32;4,222757 0,01925004 -0,9245812
74 0 0;4,222757 0,01925004 -4,869462
72 0 1;3,977959 0,01925004 -4,746184
66 0 49;3,243567 0,01925004 1,171136
58 0 64;2,264377 0,01925004 3,020298
56 0 65;2,01958 0,01925004 3,143576
56 0 49;2,01958 0,01925004 1,171136
56 0 33;2,01958 0,01925004 -0,8013037
54 0 17;1,774782 0,01925004 -2,773744
50 0 33;1,285187 0,01925004 -0,8013037
34 0 49;-0,6731931 0,01925004 1,171136
34 0 33;-0,6731931 0,01925004 -0,8013037
18 0 65;-2,631573 0,01925004 3,143576
12 0 49;-3,365966 0,01925004 1,171136
6 0 49;-4,100358 0,01925004 1,171136
6 0 33;-4,100358 0,01925004 -0,8013037
66 0 65;3,243567 0,01925004 3,143576
54 0 49;1,774782 0,01925004 1,171136
54 0 33;1,774782 0,01925004 -0,8013037
50 0 49;1,285187 0,01925004 1,171136
50 0 17;1,285187 0,01925004 -2,773744
34 0 65;-0,6731931 0,01925004 3,143576
34 0 1;-0,6731931 0,01925004 -4,746184
22 0 1;-2,141978 0,01925004 -4,746184
18 0 1;-2,631573 0,01925004 -4,746184
6 0 65;-4,100358 0,01925004 3,143576
6 0 1;-4,100358 0,01925004 -4,746184
2 0 1;-4,589953 0,01925004 -4,746184
66 0 1;3,243567 0,01925004 -4,746184
50 0 1;1,285187 0,01925004 -4,746184
50 0 65;1,285187 0,01925004 3,143576
34 0 17;-0,6731931 0,01925004 -2,773744
28 0 1;-1,407585 0,01925004 -4,746184
22 0 17;-2,141978 0,01925004 -2,773744
22 0 33;-2,141978 0,01925004 -0,8013037
22 0 49;-2,141978 0,01925004 1,171136
18 0 33;-2,631573 0,01925004 -0,8013037
12 0 65;-3,365966 0,01925004 3,143576
12 0 17;-3,365966 0,01925004 -2,773744
2 0 33;-4,589953 0,01925004 -0,8013037
2 0 17;-4,589953 0,01925004 -2,773744
66 0 33;3,243567 0,01925004 -0,8013037
54 0 1;1,774782 0,01925004 -4,746184
41 0 65;0,1835983 0,01925004 3,143576
41 0 49;0,1835983 0,01925004 1,171136
41 0 33;0,1835983 0,01925004 -0,8013037
38 0 1;-0,183598 0,01925004 -4,746184
38 0 33;-0,183598 0,01925004 -0,8013037
38 0 49;-0,183598 0,01925004 1,171136
38 0 65;-0,183598 0,01925004 3,143576
38 0 17;-0,183598 0,01925004 -2,773744
28 0 17;-1,407585 0,01925004 -2,773744
22 0 65;-2,141978 0,01925004 3,143576
18 0 49;-2,631573 0,01925004 1,171136
18 0 17;-2,631573 0,01925004 -2,773744
12 0 1;-3,365966 0,01925004 -4,746184
2 0 49;-4,589953 0,01925004 1,171136
2 0 65;-4,589953 0,01925004 3,143576
43 0 64;0,4283957 0,01925004 3,020298
43 0 48;0,4283957 0,01925004 1,047859
43 0 32;0,4283957 0,01925004 -0,9245812
59 0 32;2,386776 0,01925004 -0,9245812
59 0 48;2,386776 0,01925004 1,047859
59 0 16;2,386776 0,01925004 -2,897021
75 0 0;4,345156 0,01925004 -4,869462
75 0 48;4,345156 0,01925004 1,047859
75 0 16;4,345156 0,01925004 -2,897021
75 0 64;4,345156 0,01925004 3,020298
75 0 32;4,345156 0,01925004 -0,9245812
73 0 33;4,100358 0,01925004 -0,8013037
59 0 64;2,386776 0,01925004 3,020298
59 0 0;2,386776 0,01925004 -4,869462
70 0 49;3,733162 0,01925004 1,171136
67 0 1;3,365966 0,01925004 -4,746184
23 0 17;-2,019579 0,01925004 -2,773744
13 0 17;-3,243567 0,01925004 -2,773744
7 0 33;-3,977959 0,01925004 -0,8013037
7 0 65;-3,977959 0,01925004 3,143576
70 0 65;3,733162 0,01925004 3,143576
70 0 1;3,733162 0,01925004 -4,746184
29 0 17;-1,285187 0,01925004 -2,773744
28 0 49;-1,407585 0,01925004 1,171136
23 0 1;-2,019579 0,01925004 -4,746184
23 0 33;-2,019579 0,01925004 -0,8013037
23 0 65;-2,019579 0,01925004 3,143576
13 0 65;-3,243567 0,01925004 3,143576
10 0 1;-3,610763 0,01925004 -4,746184
7 0 49;-3,977959 0,01925004 1,171136
70 0 17;3,733162 0,01925004 -2,773744
70 0 33;3,733162 0,01925004 -0,8013037
67 0 33;3,365966 0,01925004 -0,8013037
54 0 65;1,774782 0,01925004 3,143576
39 0 1;-0,06119928 0,01925004 -4,746184
39 0 33;-0,06119928 0,01925004 -0,8013037
39 0 17;-0,06119928 0,01925004 -2,773744
29 0 1;-1,285187 0,01925004 -4,746184
28 0 33;-1,407585 0,01925004 -0,8013037
23 0 49;-2,019579 0,01925004 1,171136
14 0 0;-3,121168 0,01925004 -4,869462
10 0 33;-3,610763 0,01925004 -0,8013037
10 0 17;-3,610763 0,01925004 -2,773744
67 0 65;3,365966 0,01925004 3,143576
55 0 33;1,897181 0,01925004 -0,8013037
55 0 1;1,897181 0,01925004 -4,746184
44 0 17;0,5507945 0,01925004 -2,773744
44 0 1;0,5507945 0,01925004 -4,746184
39 0 65;-0,06119928 0,01925004 3,143576
39 0 49;-0,06119928 0,01925004 1,171136
28 0 65;-1,407585 0,01925004 3,143576
26 0 1;-1,652383 0,01925004 -4,746184
14 0 32;-3,121168 0,01925004 -0,9245812
14 0 48;-3,121168 0,01925004 1,047859
14 0 16;-3,121168 0,01925004 -2,897021
13 0 1;-3,243567 0,01925004 -4,746184
10 0 65;-3,610763 0,01925004 3,143576
10 0 49;-3,610763 0,01925004 1,171136
73 0 49;4,100358 0,01925004 1,171136
55 0 17;1,897181 0,01925004 -2,773744
55 0 49;1,897181 0,01925004 1,171136
46 0 0;0,795592 0,01925004 -4,869462
44 0 33;0,5507945 0,01925004 -0,8013037
30 0 0;-1,162788 0,01925004 -4,869462
30 0 16;-1,162788 0,01925004 -2,897021
30 0 32;-1,162788 0,01925004 -0,9245812
30 0 48;-1,162788 0,01925004 1,047859
30 0 64;-1,162788 0,01925004 3,020298
26 0 33;-1,652383 0,01925004 -0,8013037
26 0 17;-1,652383 0,01925004 -2,773744
14 0 64;-3,121168 0,01925004 3,020298
13 0 49;-3,243567 0,01925004 1,171136
7 0 1;-3,977959 0,01925004 -4,746184
73 0 65;4,100358 0,01925004 3,143576
71 0 33;3,855561 0,01925004 -0,8013037
71 0 65;3,855561 0,01925004 3,143576
42 0 1;0,305997 0,01925004 -4,746184
42 0 17;0,305997 0,01925004 -2,773744
26 0 65;-1,652383 0,01925004 3,143576
26 0 49;-1,652383 0,01925004 1,171136
11 0 17;-3,488364 0,01925004 -2,773744
7 0 17;-3,977959 0,01925004 -2,773744
71 0 17;3,855561 0,01925004 -2,773744
51 0 49;1,407586 0,01925004 1,171136
46 0 16;0,795592 0,01925004 -2,897021
45 0 1;0,6731933 0,01925004 -4,746184
15 0 0;-2,99877 0,01925004 -4,869462
15 0 16;-2,99877 0,01925004 -2,897021
15 0 32;-2,99877 0,01925004 -0,9245812
11 0 1;-3,488364 0,01925004 -4,746184
11 0 49;-3,488364 0,01925004 1,171136
11 0 33;-3,488364 0,01925004 -0,8013037
45 0 17;0,6731933 0,01925004 -2,773744
31 0 32;-1,040389 0,01925004 -0,9245812
31 0 0;-1,040389 0,01925004 -4,869462
31 0 16;-1,040389 0,01925004 -2,897021
29 0 65;-1,285187 0,01925004 3,143576
29 0 33;-1,285187 0,01925004 -0,8013037
27 0 17;-1,529984 0,01925004 -2,773744
15 0 48;-2,99877 0,01925004 1,047859
15 0 64;-2,99877 0,01925004 3,020298
47 0 0;0,9179907 0,01925004 -4,869462
46 0 32;0,795592 0,01925004 -0,9245812
31 0 48;-1,040389 0,01925004 1,047859
31 0 64;-1,040389 0,01925004 3,020298
29 0 49;-1,285187 0,01925004 1,171136
27 0 33;-1,529984 0,01925004 -0,8013037
27 0 1;-1,529984 0,01925004 -4,746184
11 0 65;-3,488364 0,01925004 3,143576
71 0 49;3,855561 0,01925004 1,171136
45 0 33;0,6731933 0,01925004 -0,8013037
74 0 17;4,222757 0,01925004 -2,773744
69 0 33;3,610763 0,01925004 -0,8013037
58 0 49;2,264377 0,01925004 1,171136
51 0 65;1,407586 0,01925004 3,143576
47 0 16;0,9179907 0,01925004 -2,897021
27 0 49;-1,529984 0,01925004 1,171136
74 0 33;4,222757 0,01925004 -0,8013037
74 0 49;4,222757 0,01925004 1,171136
74 0 65;4,222757 0,01925004 3,143576
69 0 1;3,610763 0,01925004 -4,746184
69 0 49;3,610763 0,01925004 1,171136
67 0 49;3,365966 0,01925004 1,171136
58 0 1;2,264377 0,01925004 -4,746184
53 0 17;1,652383 0,01925004 -2,773744
47 0 32;0,9179907 0,01925004 -0,9245812
27 0 65;-1,529984 0,01925004 3,143576
69 0 17;3,610763 0,01925004 -2,773744
69 0 65;3,610763 0,01925004 3,143576
65 0 17;3,121168 0,01925004 -2,773744
58 0 17;2,264377 0,01925004 -2,773744
53 0 33;1,652383 0,01925004 -0,8013037
43 0 1;0,4283957 0,01925004 -4,746184
42 0 49;0,305997 0,01925004 1,171136
21 0 1;-2,264377 0,01925004 -4,746184
13 0 33;-3,243567 0,01925004 -0,8013037
65 0 33;3,121168 0,01925004 -0,8013037
58 0 33;2,264377 0,01925004 -0,8013037
55 0 65;1,897181 0,01925004 3,143576
53 0 65;1,652383 0,01925004 3,143576
43 0 17;0,4283957 0,01925004 -2,773744
42 0 65;0,305997 0,01925004 3,143576
42 0 33;0,305997 0,01925004 -0,8013037
21 0 17;-2,264377 0,01925004 -2,773744
9 0 17;-3,733162 0,01925004 -2,773744
9 0 1;-3,733162 0,01925004 -4,746184
74 0 1;4,222757 0,01925004 -4,746184
71 0 1;3,855561 0,01925004 -4,746184
65 0 49;3,121168 0,01925004 1,171136
58 0 65;2,264377 0,01925004 3,143576
